Image ID,True Class,Predicted Class,Confidence,Leaf Pixels,Activated Pixels,Activation Threshold,Attention-Affected Region %,Mean Leaf Activation,Mean Activated Activation,Weighted Activation,Health Score,Severity
148e32de-8876-45d9-92c5-43c17d7292fa___RS_HL 0189.JPG,tomato_healthy,tomato_healthy,1.0,13727,11042,0.6,80.44,0.7246,0.7799,0.7246,96,Healthy
148e32de-8876-45d9-92c5-43c17d7292fa___RS_HL 0189_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999998807907104,50176,15862,0.6,31.61,0.4535,0.7591,0.4535,98,Healthy
14c040c1-d57c-43b7-9cda-74dff9e6a552___RS_HL 0241.JPG,tomato_healthy,tomato_healthy,1.0,4995,4957,0.6,99.24,0.7028,0.7037,0.7028,96,Healthy
14c040c1-d57c-43b7-9cda-74dff9e6a552___RS_HL 0241_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999998807907104,50176,17391,0.6,34.66,0.4799,0.7805,0.4799,98,Healthy
14d46dfe-5348-428c-af6b-82b6625ce6c3___GH_HL Leaf 483.1.JPG,tomato_healthy,tomato_healthy,0.9999855756759644,15416,496,0.6,3.22,0.2474,0.6641,0.2474,99,Healthy
14d46dfe-5348-428c-af6b-82b6625ce6c3___GH_HL Leaf 483.1_final_masked.jpg,tomato_healthy,tomato_healthy,0.9994335770606995,50176,14012,0.6,27.93,0.3636,0.7313,0.3636,98,Healthy
14f9c049-aeb8-4cfb-84a7-cd39526b8b20___RS_HL 0534.JPG,tomato_healthy,tomato_healthy,0.9999985694885254,11510,5069,0.6,44.04,0.5883,0.7791,0.5883,97,Healthy
14f9c049-aeb8-4cfb-84a7-cd39526b8b20___RS_HL 0534_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999988079071045,50176,18399,0.6,36.67,0.5154,0.8003,0.5154,97,Healthy
1528d8ea-c972-4da3-8f66-b4a0de6ace90___RS_HL 0573.JPG,tomato_healthy,tomato_healthy,0.9998354911804199,2849,0,0.6,0.0,0.2615,0.0,0.2615,99,Healthy
1528d8ea-c972-4da3-8f66-b4a0de6ace90___RS_HL 0573_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999984502792358,50176,14883,0.6,29.66,0.4426,0.7992,0.4426,98,Healthy
1531dc0c-64d5-49f2-a78a-c7b39882a47a___RS_HL 9727.JPG,tomato_healthy,tomato_healthy,0.9999996423721313,8689,7440,0.6,85.63,0.7399,0.7913,0.7399,96,Healthy
1531dc0c-64d5-49f2-a78a-c7b39882a47a___RS_HL 9727_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999985694885254,50176,13812,0.6,27.53,0.4201,0.721,0.4201,98,Healthy
15ba0299-5f38-47ed-ab19-fe6a72737705___RS_HL 9732.JPG,tomato_healthy,tomato_healthy,0.9999995231628418,2454,2454,0.6,100.0,0.8369,0.8369,0.8369,96,Healthy
15ba0299-5f38-47ed-ab19-fe6a72737705___RS_HL 9732_final_masked.jpg,tomato_healthy,tomato_healthy,0.9948151707649231,50176,10862,0.6,21.65,0.3714,0.7856,0.3714,98,Healthy
15cae3c8-6843-49d1-8da6-33bd014f05ce___GH_HL Leaf 169.JPG,tomato_healthy,tomato_healthy,0.9999996423721313,34816,26750,0.6,76.83,0.665,0.7508,0.665,97,Healthy
15cae3c8-6843-49d1-8da6-33bd014f05ce___GH_HL Leaf 169_final_masked.jpg,tomato_healthy,tomato_healthy,0.9998717308044434,50176,18545,0.6,36.96,0.4557,0.7342,0.4557,98,Healthy
15daad17-78e9-45d2-9054-5a76221f6c1e___GH_HL Leaf 246.JPG,tomato_healthy,tomato_healthy,0.9999839067459106,31678,23582,0.6,74.44,0.7067,0.7845,0.7067,96,Healthy
15daad17-78e9-45d2-9054-5a76221f6c1e___GH_HL Leaf 246_final_masked.jpg,tomato_healthy,tomato_healthy,0.9998956918716431,50176,18715,0.6,37.3,0.4893,0.7525,0.4893,98,Healthy
162db449-3361-40fa-a9bf-42bb63d43781___RS_HL 9647.JPG,tomato_healthy,tomato_healthy,0.9999814033508301,5419,0,0.6,0.0,0.2241,0.0,0.2241,99,Healthy
162db449-3361-40fa-a9bf-42bb63d43781___RS_HL 9647_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999858140945435,50176,21365,0.6,42.58,0.5074,0.7966,0.5074,97,Healthy
164d5472-31c5-4145-b30a-93198436539d___RS_HL 0103.JPG,tomato_healthy,tomato_healthy,0.9999996423721313,4852,609,0.6,12.55,0.3356,0.6454,0.3356,98,Healthy
164d5472-31c5-4145-b30a-93198436539d___RS_HL 0103_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999998807907104,50176,16366,0.6,32.62,0.4501,0.7954,0.4501,98,Healthy
166b90f5-3bba-4aea-9bc4-212efb57a504___RS_HL 0377.JPG,tomato_healthy,tomato_healthy,1.0,9198,7992,0.6,86.89,0.7302,0.7603,0.7302,96,Healthy
166b90f5-3bba-4aea-9bc4-212efb57a504___RS_HL 0377_final_masked.jpg,tomato_healthy,tomato_healthy,0.9997562766075134,50176,13479,0.6,26.86,0.4338,0.738,0.4338,98,Healthy
167247af-fd67-4b70-a72e-052dc5ea863b___GH_HL Leaf 388.1.JPG,tomato_healthy,tomato_healthy,0.9979285001754761,31413,14223,0.6,45.28,0.5383,0.7221,0.5383,97,Healthy
167247af-fd67-4b70-a72e-052dc5ea863b___GH_HL Leaf 388.1_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999868869781494,50176,22193,0.6,44.23,0.5506,0.718,0.5506,97,Healthy
16927ddc-fc87-4ff2-b450-1edc2b4c6191___RS_HL 0051.JPG,tomato_healthy,tomato_healthy,1.0,4860,4715,0.6,97.02,0.7792,0.7854,0.7792,96,Healthy
16927ddc-fc87-4ff2-b450-1edc2b4c6191___RS_HL 0051_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999998807907104,50176,15326,0.6,30.54,0.4541,0.7167,0.4541,98,Healthy
16c1b712-2c55-4a8d-899f-cc0e725d4835___GH_HL Leaf 314.JPG,tomato_healthy,tomato_healthy,1.0,22238,4720,0.6,21.22,0.463,0.7262,0.463,98,Healthy
16c1b712-2c55-4a8d-899f-cc0e725d4835___GH_HL Leaf 314_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999896287918091,50176,22066,0.6,43.98,0.5241,0.7414,0.5241,97,Healthy
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1.JPG,tomato_healthy,tomato_healthy,0.9788103103637695,26668,10582,0.6,39.68,0.499,0.784,0.499,98,Healthy
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,tomato_healthy,tomato_healthy,0.6064996123313904,50176,4239,0.6,8.45,0.2283,0.8035,0.2283,99,Healthy
16f3a461-aafc-49e9-8973-39a52190985a___RS_HL 9803.JPG,tomato_healthy,tomato_healthy,0.9999984502792358,2931,2423,0.6,82.67,0.6543,0.6771,0.6543,97,Healthy
16f3a461-aafc-49e9-8973-39a52190985a___RS_HL 9803_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999886751174927,50176,19619,0.6,39.1,0.4927,0.7756,0.4927,98,Healthy
16fd1407-644b-42f1-a40a-6cacd9bc0258___RS_HL 9705.JPG,tomato_healthy,tomato_healthy,1.0,5317,4578,0.6,86.1,0.7202,0.7575,0.7202,96,Healthy
16fd1407-644b-42f1-a40a-6cacd9bc0258___RS_HL 9705_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999964237213135,50176,23416,0.6,46.67,0.5258,0.7807,0.5258,97,Healthy
170e86b9-f51d-49a6-a992-15e00c85ee5d___GH_HL Leaf 189.JPG,tomato_healthy,tomato_healthy,1.0,20286,2917,0.6,14.38,0.3819,0.6946,0.3819,98,Healthy
170e86b9-f51d-49a6-a992-15e00c85ee5d___GH_HL Leaf 189_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,12674,0.6,25.26,0.4547,0.7386,0.4547,98,Healthy
1732045f-a451-4325-aa86-717a8cbdaf02___RS_HL 9698.JPG,tomato_healthy,tomato_healthy,0.9999994039535522,1071,76,0.6,7.1,0.5497,0.617,0.5497,97,Healthy
1732045f-a451-4325-aa86-717a8cbdaf02___RS_HL 9698_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999985694885254,50176,19246,0.6,38.36,0.4585,0.8098,0.4585,98,Healthy
17b48132-9a1d-45e5-9000-30ebd7248273___RS_HL 0385.JPG,tomato_healthy,tomato_healthy,0.9999048709869385,6592,839,0.6,12.73,0.3784,0.6803,0.3784,98,Healthy
17b48132-9a1d-45e5-9000-30ebd7248273___RS_HL 0385_final_masked.jpg,tomato_healthy,tomato_healthy,0.9599887132644653,50176,9847,0.6,19.62,0.3387,0.7582,0.3387,98,Healthy
17cffb66-bb7f-433c-88b4-442c1f4e8cb4___RS_HL 9708.JPG,tomato_healthy,tomato_healthy,1.0,24538,12167,0.6,49.58,0.6213,0.7783,0.6213,97,Healthy
17cffb66-bb7f-433c-88b4-442c1f4e8cb4___RS_HL 9708_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,18079,0.6,36.03,0.451,0.8294,0.451,98,Healthy
185440e0-ca0a-4cd6-aba7-d03fae21552f___RS_HL 0141.JPG,tomato_healthy,tomato_healthy,0.9874017834663391,6962,3005,0.6,43.16,0.5707,0.7455,0.5707,97,Healthy
185440e0-ca0a-4cd6-aba7-d03fae21552f___RS_HL 0141_final_masked.jpg,tomato_healthy,tomato_healthy,0.9374511241912842,50176,6680,0.6,13.31,0.2974,0.7384,0.2974,99,Healthy
188107b9-d61f-4084-94da-4d5f8d9eedc1___RS_HL 0553.JPG,tomato_healthy,tomato_healthy,0.9999911785125732,3473,2313,0.6,66.6,0.6281,0.6946,0.6281,97,Healthy
188107b9-d61f-4084-94da-4d5f8d9eedc1___RS_HL 0553_final_masked.jpg,tomato_healthy,tomato_healthy,0.99998939037323,50176,10188,0.6,20.3,0.3006,0.7747,0.3006,98,Healthy
18fa622c-8257-479a-9c81-7a6fe9a3a41b___GH_HL Leaf 428.JPG,tomato_healthy,tomato_healthy,0.9502214193344116,33506,7404,0.6,22.1,0.3878,0.7767,0.3878,98,Healthy
18fa622c-8257-479a-9c81-7a6fe9a3a41b___GH_HL Leaf 428_final_masked.jpg,tomato_healthy,tomato_healthy,0.8249037861824036,50176,12233,0.6,24.38,0.3326,0.7162,0.3326,98,Healthy
18fa8f7f-ef94-4a3b-9c79-5f4362323134___RS_HL 9977.JPG,tomato_healthy,tomato_healthy,1.0,7128,6716,0.6,94.22,0.7857,0.7994,0.7857,96,Healthy
18fa8f7f-ef94-4a3b-9c79-5f4362323134___RS_HL 9977_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999349117279053,50176,18553,0.6,36.98,0.4931,0.7613,0.4931,98,Healthy
190a6af7-d7b1-4265-b05b-c126a7962c93___GH_HL Leaf 408.JPG,tomato_healthy,tomato_healthy,0.9999998807907104,37282,12395,0.6,33.25,0.5395,0.746,0.5395,97,Healthy
190a6af7-d7b1-4265-b05b-c126a7962c93___GH_HL Leaf 408_final_masked.jpg,tomato_healthy,tomato_healthy,0.9979641437530518,50176,9900,0.6,19.73,0.336,0.7578,0.336,98,Healthy
196e5fd8-8b4e-4a45-9db7-ae59c877e9a7___GH_HL Leaf 284.JPG,tomato_healthy,tomato_healthy,0.9999994039535522,37261,21266,0.6,57.07,0.6162,0.7685,0.6162,97,Healthy
196e5fd8-8b4e-4a45-9db7-ae59c877e9a7___GH_HL Leaf 284_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999465942382812,50176,19032,0.6,37.93,0.4679,0.7326,0.4679,98,Healthy
1971e05b-fc5e-40c1-a4ff-c6a4c746693f___GH_HL Leaf 237.JPG,tomato_healthy,tomato_healthy,0.9999810457229614,39279,13834,0.6,35.22,0.4694,0.7582,0.4694,98,Healthy
1971e05b-fc5e-40c1-a4ff-c6a4c746693f___GH_HL Leaf 237_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999998807907104,50176,14507,0.6,28.91,0.459,0.7533,0.459,98,Healthy
19787f8b-a78e-4cf2-8fb2-3aae59b20c47___RS_HL 0456.JPG,tomato_healthy,tomato_healthy,0.9999983310699463,5451,4566,0.6,83.76,0.6971,0.7292,0.6971,97,Healthy
19787f8b-a78e-4cf2-8fb2-3aae59b20c47___RS_HL 0456_final_masked.jpg,tomato_healthy,tomato_healthy,0.999579131603241,50176,14007,0.6,27.92,0.4139,0.724,0.4139,98,Healthy
199f4f32-6e91-4031-b861-bac1abe3452a___RS_HL 9763.JPG,tomato_healthy,tomato_healthy,0.9999794960021973,4013,1036,0.6,25.82,0.5676,0.6696,0.5676,97,Healthy
199f4f32-6e91-4031-b861-bac1abe3452a___RS_HL 9763_final_masked.jpg,tomato_healthy,tomato_healthy,0.9469283223152161,50176,11169,0.6,22.26,0.3234,0.7561,0.3234,98,Healthy
19e31197-5f6d-4925-975c-884bd4a94bfe___RS_HL 0291.JPG,tomato_healthy,tomato_healthy,1.0,3512,960,0.6,27.33,0.4891,0.7402,0.4891,98,Healthy
19e31197-5f6d-4925-975c-884bd4a94bfe___RS_HL 0291_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999996423721313,50176,18016,0.6,35.91,0.49,0.7633,0.49,98,Healthy
1a02fa87-a194-482e-b4ac-8dec2064d793___RS_HL 0022.JPG,tomato_healthy,tomato_healthy,0.9999842643737793,6325,132,0.6,2.09,0.3968,0.6404,0.3968,98,Healthy
1a02fa87-a194-482e-b4ac-8dec2064d793___RS_HL 0022_final_masked.jpg,tomato_healthy,tomato_healthy,0.9996838569641113,50176,15114,0.6,30.12,0.4195,0.7234,0.4195,98,Healthy
1a0a5292-5e63-4afa-8611-38eef316f1e9___GH_HL Leaf 477.JPG,tomato_healthy,tomato_healthy,0.9973760843276978,18250,10775,0.6,59.04,0.5285,0.6923,0.5285,97,Healthy
1a0a5292-5e63-4afa-8611-38eef316f1e9___GH_HL Leaf 477_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999901056289673,50176,13309,0.6,26.52,0.4507,0.7253,0.4507,98,Healthy
1a0b9a32-3993-44e4-879f-338cd6e45a09___GH_HL Leaf 178.JPG,tomato_healthy,tomato_healthy,1.0,27888,3355,0.6,12.03,0.4824,0.6992,0.4824,98,Healthy
1a0b9a32-3993-44e4-879f-338cd6e45a09___GH_HL Leaf 178_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,11438,0.6,22.8,0.3608,0.7959,0.3608,98,Healthy
1a0c4408-634e-4bd5-948d-e73ca5572976___RS_HL 0146.JPG,tomato_healthy,tomato_healthy,0.9999998807907104,3815,1477,0.6,38.72,0.569,0.6539,0.569,97,Healthy
1a0c4408-634e-4bd5-948d-e73ca5572976___RS_HL 0146_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999066591262817,50176,15225,0.6,30.34,0.4563,0.7752,0.4563,98,Healthy
1a308834-fdd7-4121-ae03-5736d8d52e26___RS_HL 9689.JPG,tomato_healthy,tomato_healthy,1.0,3481,1747,0.6,50.19,0.6064,0.6623,0.6064,97,Healthy
1a308834-fdd7-4121-ae03-5736d8d52e26___RS_HL 9689_final_masked.jpg,tomato_healthy,tomato_healthy,0.999711811542511,50176,24157,0.6,48.14,0.529,0.7087,0.529,97,Healthy
1a393116-cbd1-4e3f-acfc-563e96ae1e80___RS_HL 0268.JPG,tomato_healthy,tomato_healthy,0.9999988079071045,1580,1079,0.6,68.29,0.6289,0.6641,0.6289,97,Healthy
1a393116-cbd1-4e3f-acfc-563e96ae1e80___RS_HL 0268_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999988079071045,50176,14534,0.6,28.97,0.4356,0.805,0.4356,98,Healthy
1a939012-5b9b-4dfa-aeda-ba97ec857903___GH_HL Leaf 278.JPG,tomato_healthy,tomato_healthy,0.9999920129776001,29078,14781,0.6,50.83,0.6042,0.7559,0.6042,97,Healthy
1a939012-5b9b-4dfa-aeda-ba97ec857903___GH_HL Leaf 278_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999743700027466,50176,30588,0.6,60.96,0.5945,0.7593,0.5945,97,Healthy
1a972145-610d-4efe-96e7-e0253c4ece4a___GH_HL Leaf 237.1.JPG,tomato_healthy,tomato_healthy,0.9930374026298523,40733,8310,0.6,20.4,0.4516,0.7083,0.4516,98,Healthy
1a972145-610d-4efe-96e7-e0253c4ece4a___GH_HL Leaf 237.1_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999788999557495,50176,14399,0.6,28.7,0.4181,0.7645,0.4181,98,Healthy
1ad550a2-113e-440c-919d-85dff2f4de38___RS_HL 0331.JPG,tomato_healthy,tomato_healthy,0.9999371767044067,2264,1478,0.6,65.28,0.6057,0.6696,0.6057,97,Healthy
1ad550a2-113e-440c-919d-85dff2f4de38___RS_HL 0331_final_masked.jpg,tomato_healthy,tomato_healthy,0.999390721321106,50176,11406,0.6,22.73,0.3795,0.7671,0.3795,98,Healthy
1ae5cf7c-f03a-4591-93e9-61d9784763e0___RS_HL 0043.JPG,tomato_healthy,tomato_healthy,0.9998970031738281,6735,35,0.6,0.52,0.3226,0.6249,0.3226,98,Healthy
1ae5cf7c-f03a-4591-93e9-61d9784763e0___RS_HL 0043_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999998807907104,50176,15027,0.6,29.95,0.4585,0.7864,0.4585,98,Healthy
1af0bfe1-4bcf-4b8b-be66-5d0953eb647e___GH_HL Leaf 482.2.JPG,tomato_healthy,tomato_healthy,0.9999960660934448,16458,6725,0.6,40.86,0.5056,0.7534,0.5056,97,Healthy
1af0bfe1-4bcf-4b8b-be66-5d0953eb647e___GH_HL Leaf 482.2_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999209642410278,50176,14335,0.6,28.57,0.4125,0.7942,0.4125,98,Healthy
1b150c8d-ab5d-43b5-a61d-c3fb3a8ffd54___GH_HL Leaf 321.JPG,tomato_healthy,tomato_healthy,0.9996906518936157,19724,10409,0.6,52.77,0.591,0.7326,0.591,97,Healthy
1b150c8d-ab5d-43b5-a61d-c3fb3a8ffd54___GH_HL Leaf 321_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,12198,0.6,24.31,0.4099,0.7645,0.4099,98,Healthy
1b477a6a-aa09-4c12-ad17-fbbc08cd76da___GH_HL Leaf 386.JPG,tomato_healthy,tomato_healthy,0.9997079968452454,15151,517,0.6,3.41,0.3636,0.6751,0.3636,98,Healthy
1b477a6a-aa09-4c12-ad17-fbbc08cd76da___GH_HL Leaf 386_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999426603317261,50176,6837,0.6,13.63,0.34,0.7259,0.34,98,Healthy
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,tomato_healthy,tomato_healthy,1.0,24798,4847,0.6,19.55,0.4457,0.7335,0.4457,98,Healthy
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,30204,0.6,60.2,0.6312,0.7756,0.6312,97,Healthy
1b855a60-d30c-4ed9-8f25-cffe523b436b___GH_HL Leaf 249.1.JPG,tomato_healthy,tomato_healthy,1.0,36545,30128,0.6,82.44,0.7148,0.7892,0.7148,96,Healthy
1b855a60-d30c-4ed9-8f25-cffe523b436b___GH_HL Leaf 249.1_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999966621398926,50176,18502,0.6,36.87,0.509,0.784,0.509,97,Healthy
1b966d62-d5c3-4a67-ba36-b67d873ccfdf___GH_HL Leaf 440.JPG,tomato_healthy,tomato_healthy,0.9967719912528992,38040,18242,0.6,47.95,0.5894,0.7812,0.5894,97,Healthy
1b966d62-d5c3-4a67-ba36-b67d873ccfdf___GH_HL Leaf 440_final_masked.jpg,tomato_healthy,tomato_healthy,0.9992019534111023,50176,9470,0.6,18.87,0.3072,0.772,0.3072,98,Healthy
1bd9f661-9b9c-4faf-80ab-86a8a64a8bc2___RS_HL 0271.JPG,tomato_healthy,tomato_healthy,0.9997268319129944,9445,721,0.6,7.63,0.3565,0.719,0.3565,98,Healthy
1bd9f661-9b9c-4faf-80ab-86a8a64a8bc2___RS_HL 0271_final_masked.jpg,tomato_healthy,tomato_healthy,0.9997909665107727,50176,12155,0.6,24.22,0.3941,0.7719,0.3941,98,Healthy
1bfeed83-f119-46cd-b806-0e17e1dae136___RS_HL 0017.JPG,tomato_healthy,tomato_healthy,0.9982278943061829,17723,3802,0.6,21.45,0.5052,0.6988,0.5052,97,Healthy
1bfeed83-f119-46cd-b806-0e17e1dae136___RS_HL 0017_final_masked.jpg,tomato_healthy,tomato_healthy,0.607663094997406,50176,6892,0.6,13.74,0.3151,0.7504,0.3151,98,Healthy
1c092a12-ed60-42c8-86b4-0427db78a5d3___RS_HL 0076.JPG,tomato_healthy,tomato_healthy,0.9957159161567688,5627,0,0.6,0.0,0.2982,0.0,0.2982,99,Healthy
1c092a12-ed60-42c8-86b4-0427db78a5d3___RS_HL 0076_final_masked.jpg,tomato_healthy,tomato_healthy,0.9992535710334778,50176,21170,0.6,42.19,0.4985,0.797,0.4985,98,Healthy
1ca23194-53c1-44a9-973a-39aa073f4a33___RS_HL 0058.JPG,tomato_healthy,tomato_healthy,0.7952744364738464,4240,0,0.6,0.0,0.14,0.0,0.14,99,Healthy
1ca23194-53c1-44a9-973a-39aa073f4a33___RS_HL 0058_final_masked.jpg,tomato_healthy,tomato_healthy,0.8618555068969727,50176,7739,0.6,15.42,0.262,0.7794,0.262,99,Healthy
1ca3c77d-13d8-43cc-929f-9c3a79e5dd1b___RS_HL 0250.JPG,tomato_healthy,tomato_healthy,0.999995231628418,3889,3527,0.6,90.69,0.7086,0.7214,0.7086,96,Healthy
1ca3c77d-13d8-43cc-929f-9c3a79e5dd1b___RS_HL 0250_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999943971633911,50176,12752,0.6,25.41,0.4008,0.7567,0.4008,98,Healthy
1cb9d4d1-280b-479c-95a9-01f71acf70bc___RS_HL 0641.JPG,tomato_healthy,tomato_healthy,0.9999969005584717,2388,0,0.6,0.0,0.3493,0.0,0.3493,98,Healthy
1cb9d4d1-280b-479c-95a9-01f71acf70bc___RS_HL 0641_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999978542327881,50176,7356,0.6,14.66,0.301,0.7461,0.301,98,Healthy
1d024f2a-0ceb-4560-81fc-1114e6341f02___RS_HL 0431.JPG,tomato_healthy,tomato_healthy,1.0,8971,6178,0.6,68.87,0.6874,0.7764,0.6874,97,Healthy
1d024f2a-0ceb-4560-81fc-1114e6341f02___RS_HL 0431_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999995231628418,50176,15248,0.6,30.39,0.4668,0.8007,0.4668,98,Healthy
1d1017be-8cd6-4967-894b-1b9fb89d7d6e___RS_HL 0270.JPG,tomato_healthy,tomato_healthy,1.0,3129,300,0.6,9.59,0.3603,0.6302,0.3603,98,Healthy
1d1017be-8cd6-4967-894b-1b9fb89d7d6e___RS_HL 0270_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999997615814209,50176,14777,0.6,29.45,0.4222,0.7701,0.4222,98,Healthy
1d10291e-a1ce-4309-b6a4-d034319e3875___GH_HL Leaf 251.1.JPG,tomato_healthy,tomato_healthy,0.9998838901519775,22466,3650,0.6,16.25,0.457,0.7105,0.457,98,Healthy
1d10291e-a1ce-4309-b6a4-d034319e3875___GH_HL Leaf 251.1_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999997615814209,50176,11153,0.6,22.23,0.3746,0.7781,0.3746,98,Healthy
1d1221b5-1a59-43bb-a616-8f7a404785b6___RS_HL 0451.JPG,tomato_healthy,tomato_healthy,1.0,9914,3955,0.6,39.89,0.6046,0.7288,0.6046,97,Healthy
1d1221b5-1a59-43bb-a616-8f7a404785b6___RS_HL 0451_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999994039535522,50176,21305,0.6,42.46,0.558,0.7981,0.558,97,Healthy
1d31b822-7933-4801-a18c-657b8af377d6___RS_HL 0636.JPG,tomato_healthy,tomato_healthy,0.8537235260009766,15292,1099,0.6,7.19,0.2983,0.7047,0.2983,99,Healthy
1d31b822-7933-4801-a18c-657b8af377d6___RS_HL 0636_final_masked.jpg,tomato_healthy,tomato_Early blight,0.508908212184906,50176,6221,0.6,12.4,0.2747,0.6931,0.2747,65,Moderate
1d46ec32-bf0a-4d44-a149-c6fc12920d57___RS_HL 0060.JPG,tomato_healthy,tomato_healthy,0.9999994039535522,2252,2218,0.6,98.49,0.7329,0.7351,0.7329,96,Healthy
1d46ec32-bf0a-4d44-a149-c6fc12920d57___RS_HL 0060_final_masked.jpg,tomato_healthy,tomato_healthy,0.9917606115341187,50176,9708,0.6,19.35,0.3162,0.7658,0.3162,98,Healthy
1d598eb4-b055-4c4c-8b7e-b60990804957___RS_HL 9838.JPG,tomato_healthy,tomato_healthy,0.9999990463256836,2194,1862,0.6,84.87,0.6545,0.6674,0.6545,97,Healthy
1d598eb4-b055-4c4c-8b7e-b60990804957___RS_HL 9838_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,18688,0.6,37.24,0.5042,0.8083,0.5042,97,Healthy
1d8bb370-3c10-4806-b2ff-1621e21355ba___RS_HL 9882.JPG,tomato_healthy,tomato_healthy,1.0,9016,8778,0.6,97.36,0.7984,0.8042,0.7984,96,Healthy
1d8bb370-3c10-4806-b2ff-1621e21355ba___RS_HL 9882_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,34795,0.6,69.35,0.6551,0.7619,0.6551,97,Healthy
1dae303e-6545-4c87-8c95-8805108f5282___RS_HL 0437.JPG,tomato_healthy,tomato_healthy,0.9999995231628418,2550,1170,0.6,45.88,0.6086,0.7568,0.6086,97,Healthy
1dae303e-6545-4c87-8c95-8805108f5282___RS_HL 0437_final_masked.jpg,tomato_healthy,tomato_healthy,0.9979648590087891,50176,19378,0.6,38.62,0.4835,0.7607,0.4835,98,Healthy
1ddf5950-e27f-4928-8f4e-33242953e306___RS_HL 0181.JPG,tomato_healthy,tomato_healthy,0.9999891519546509,8376,5624,0.6,67.14,0.6682,0.739,0.6682,97,Healthy
1ddf5950-e27f-4928-8f4e-33242953e306___RS_HL 0181_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999998807907104,50176,17712,0.6,35.3,0.4499,0.8024,0.4499,98,Healthy
1dfb5aeb-8d00-4672-9755-5da982758453___RS_HL 9987.JPG,tomato_healthy,tomato_healthy,0.9710391163825989,4315,1182,0.6,27.39,0.3662,0.7052,0.3662,98,Healthy
1dfb5aeb-8d00-4672-9755-5da982758453___RS_HL 9987_final_masked.jpg,tomato_healthy,tomato_healthy,0.9956733584403992,50176,11578,0.6,23.07,0.3571,0.7491,0.3571,98,Healthy
1dffd343-4634-4b33-95f4-eecc755aec8f___GH_HL Leaf 168.JPG,tomato_healthy,tomato_healthy,1.0,20974,327,0.6,1.56,0.316,0.621,0.316,98,Healthy
1dffd343-4634-4b33-95f4-eecc755aec8f___GH_HL Leaf 168_final_masked.jpg,tomato_healthy,tomato_healthy,1.0,50176,18615,0.6,37.1,0.5106,0.7499,0.5106,97,Healthy
1e1aa3d8-d12f-47e1-b316-b8656ab3f2b6___RS_HL 0075.JPG,tomato_healthy,tomato_healthy,0.9998202919960022,5688,174,0.6,3.06,0.1353,0.6373,0.1353,99,Healthy
1e1aa3d8-d12f-47e1-b316-b8656ab3f2b6___RS_HL 0075_final_masked.jpg,tomato_healthy,tomato_healthy,0.9999761581420898,50176,14312,0.6,28.52,0.3881,0.7715,0.3881,98,Healthy
